FIPS,med_inc,Type,shops_per_1000
25017321200,64122,Starbucks,0
25017321300,55455,Dunkin Donuts,0
25017321300,55455,Starbucks,0
25017321400,94141,Dunkin Donuts,0
25017321400,94141,Starbucks,0.32916392363397
25017321500,84010,Dunkin Donuts,0
25017321500,84010,Starbucks,0
25017321600,66319,Dunkin Donuts,0
25017321600,66319,Starbucks,0
25017322100,108008,Dunkin Donuts,0
25017322100,108008,Starbucks,0
25017322200,72529,Dunkin Donuts,0
25017322200,72529,Starbucks,0
25017322300,63456,Dunkin Donuts,0
25017322300,63456,Starbucks,0
25017322400,77600,Dunkin Donuts,0
25017322400,77600,Starbucks,0
25017323100,131500,Dunkin Donuts,0.29235491887151
25017323100,131500,Starbucks,0
25017324101,104674,Dunkin Donuts,0.431685732786531
25017324101,104674,Starbucks,0
25017324102,116290,Dunkin Donuts,0.2210433244916
25017324102,116290,Starbucks,0.2210433244916
25017325100,67110,Dunkin Donuts,0.129600829445308
25017325100,67110,Starbucks,0
25017326101,106968,Dunkin Donuts,0.244857982370225
25017326101,106968,Starbucks,0
25017326102,118005,Dunkin Donuts,0.144654997830175
25017326102,118005,Starbucks,0
25017327101,79871,Dunkin Donuts,0
25017327101,79871,Starbucks,0
25017327102,73750,Dunkin Donuts,0.238777459407832
25017327102,73750,Starbucks,0
25017327103,85240,Dunkin Donuts,0
25017327103,85240,Starbucks,0
25017328100,116125,Dunkin Donuts,0.303122158229767
25017328100,116125,Starbucks,0
25017330100,138458,Dunkin Donuts,0.1232741617357
25017330100,138458,Starbucks,0
25017330200,96161,Dunkin Donuts,0.28022978842651
25017330200,96161,Starbucks,0.140114894213255
25017331101,92300,Dunkin Donuts,0.292997363023733
25017331101,92300,Starbucks,0.292997363023733
25017331102,91970,Dunkin Donuts,0.566411781365052
25017331102,91970,Starbucks,0
25017331200,104398,Dunkin Donuts,0.382043935052531
25017331200,104398,Starbucks,0.191021967526266
25017331300,115169,Dunkin Donuts,0
25017331300,115169,Starbucks,0
25017332100,118843,Dunkin Donuts,0.333778371161549
25017332100,118843,Starbucks,0
25017332200,85442,Dunkin Donuts,0.237840409085504
25017332200,85442,Starbucks,0
25017332300,95057,Dunkin Donuts,0.146886016451234
25017332300,95057,Starbucks,0.146886016451234
25017332400,99926,Dunkin Donuts,0.753579502637528
25017332400,99926,Starbucks,0.502386335091686
25017333100,82237,Dunkin Donuts,0.249469876512411
25017333100,82237,Starbucks,0
25017333200,67639,Dunkin Donuts,0
25017333200,67639,Starbucks,0
25017333300,77148,Dunkin Donuts,0.495785820525533
25017333300,77148,Starbucks,0
25017333400,80180,Dunkin Donuts,0.161498708010336
25017333400,80180,Starbucks,0
25017333501,84449,Dunkin Donuts,0.392310710082385
25017333501,84449,Starbucks,0.196155355041193
25017333502,56250,Dunkin Donuts,0
25017333502,56250,Starbucks,0
25017333600,81694,Dunkin Donuts,0.420050406048726
25017333600,81694,Starbucks,0.280033604032484
25017334100,105427,Dunkin Donuts,0.141282848262221
25017334100,105427,Starbucks,0.141282848262221
25017334200,102692,Dunkin Donuts,0.257532835436518
25017334200,102692,Starbucks,0
25017334300,114375,Dunkin Donuts,0
25017334300,114375,Starbucks,0
25017334400,85909,Dunkin Donuts,0.310752019888129
25017334400,85909,Starbucks,0.155376009944065
25017335100,86316,Dunkin Donuts,0.178731009830206
25017335100,86316,Starbucks,0
25017335200,86205,Dunkin Donuts,0
25017335200,86205,Starbucks,0
25017335301,73643,Dunkin Donuts,0.240038406144983
25017335301,73643,Starbucks,0
25017335302,78200,Dunkin Donuts,0.194212468440474
25017335302,78200,Starbucks,0
25017335400,93269,Dunkin Donuts,0
25017335400,93269,Starbucks,0
25017336100,80478,Dunkin Donuts,0.179275726066691
25017336100,80478,Starbucks,0
25017336200,123469,Dunkin Donuts,0
25017336200,123469,Starbucks,0
25017336300,94912,Dunkin Donuts,0
25017336300,94912,Starbucks,0.149902563333833
25017336401,66917,Dunkin Donuts,0
25017336401,66917,Starbucks,0
25017336402,76370,Dunkin Donuts,0
25017336402,76370,Starbucks,0
25017337101,84196,Dunkin Donuts,0
25017337101,84196,Starbucks,0
25017337102,94398,Dunkin Donuts,0.40908161178155
25017337102,94398,Starbucks,0
25017337201,56528,Dunkin Donuts,0.3269042170644
25017337201,56528,Starbucks,0
25017337202,69670,Dunkin Donuts,0.407166123778502
25017337202,69670,Starbucks,0
25017337300,85028,Dunkin Donuts,0.184026499815973
25017337300,85028,Starbucks,0
25017338100,160370,Dunkin Donuts,0
25017338100,160370,Starbucks,0
25017338200,89595,Dunkin Donuts,0.251130085384229
25017338200,89595,Starbucks,0
25017338300,123083,Dunkin Donuts,0
25017338300,123083,Starbucks,0
25017338400,174464,Dunkin Donuts,0
25017338400,174464,Starbucks,0
25017338500,168466,Dunkin Donuts,0.167000668002672
25017338500,168466,Starbucks,0.167000668002672
25017339100,59775,Dunkin Donuts,0.164826108455579
25017339100,59775,Starbucks,0
25017339200,99196,Dunkin Donuts,0
25017339200,99196,Starbucks,0
25017339300,74250,Dunkin Donuts,0.338868180277872
25017339300,74250,Starbucks,0
25017339400,63227,Dunkin Donuts,0
25017339400,63227,Starbucks,0
25017339500,75962,Dunkin Donuts,0.344827586206897
25017339500,75962,Starbucks,0.172413793103448
25017339600,81250,Dunkin Donuts,0
25017339600,81250,Starbucks,0
25017339700,62793,Dunkin Donuts,0
25017339700,62793,Starbucks,0
25017339801,83886,Dunkin Donuts,0.209951711106446
25017339801,83886,Starbucks,0.209951711106446
25017339802,61705,Dunkin Donuts,0.476077124494168
25017339802,61705,Starbucks,0
25017339900,62361,Dunkin Donuts,0.191277735271614
25017339900,62361,Starbucks,0
2501734e4,54700,Dunkin Donuts,0.378501135503407
2501734e4,54700,Starbucks,0
25017340100,98750,Dunkin Donuts,0
25017340100,98750,Starbucks,0
25017341101,82009,Dunkin Donuts,0
25017341101,82009,Starbucks,0
25017341102,47017,Dunkin Donuts,0
25017341102,47017,Starbucks,0
25017341200,53937,Dunkin Donuts,0
25017341200,53937,Starbucks,0
25017341300,42675,Dunkin Donuts,0.362450163102573
25017341300,42675,Starbucks,0
25017341400,57126,Dunkin Donuts,0.168463611859838
25017341400,57126,Starbucks,0
25017341500,59683,Dunkin Donuts,0
25017341500,59683,Starbucks,0
25017341600,53986,Dunkin Donuts,0
25017341600,53986,Starbucks,0
25017341700,66750,Dunkin Donuts,0
25017341700,66750,Starbucks,0
25017341800,36157,Dunkin Donuts,0.155908949173683
25017341800,36157,Starbucks,0
25017341901,56929,Dunkin Donuts,0.657894736842105
25017341901,56929,Starbucks,0
25017341902,66180,Dunkin Donuts,0.123823675086677
25017341902,66180,Starbucks,0
25017342101,49353,Dunkin Donuts,0
25017342101,49353,Starbucks,0
25017342102,32989,Dunkin Donuts,0.542740841248304
25017342102,32989,Starbucks,0
25017342201,52542,Dunkin Donuts,0
25017342201,52542,Starbucks,0
25017342202,55795,Dunkin Donuts,0
25017342202,55795,Starbucks,0
25017342300,65938,Dunkin Donuts,0
25017342300,65938,Starbucks,0
25017342400,46164,Dunkin Donuts,0.293987946494194
25017342400,46164,Starbucks,0.146993973247097
25017342500,45871,Dunkin Donuts,0
25017342500,45871,Starbucks,0
25017342600,48493,Dunkin Donuts,0
25017342600,48493,Starbucks,0
25017350103,76094,Dunkin Donuts,0.761614623000762
25017350103,76094,Starbucks,0.761614623000762
25017350104,40825,Dunkin Donuts,0.132837407013815
25017350104,40825,Starbucks,0
25017350200,68500,Dunkin Donuts,0.164419598816179
25017350200,68500,Starbucks,0
25017350300,76467,Dunkin Donuts,0.401284109149278
25017350300,76467,Starbucks,0
25017350400,84688,Dunkin Donuts,0
25017350400,84688,Starbucks,0
25017350500,92614,Dunkin Donuts,0.651041666666667
25017350500,92614,Starbucks,0
25017350600,85000,Dunkin Donuts,0
25017350600,85000,Starbucks,0
25017350700,58226,Dunkin Donuts,0.146177459435755
25017350700,58226,Starbucks,0.146177459435755
25017350800,94569,Dunkin Donuts,0
25017350800,94569,Starbucks,0
25017350900,105000,Dunkin Donuts,0.295770482105886
25017350900,105000,Starbucks,0.295770482105886
25017351e3,75526,Dunkin Donuts,0
25017351e3,75526,Starbucks,0.134535180949818
25017351100,74875,Dunkin Donuts,0.343583576705033
25017351100,74875,Starbucks,0
25017351203,76818,Dunkin Donuts,0
25017351203,76818,Starbucks,0
25017351204,64216,Dunkin Donuts,0
25017351204,64216,Starbucks,0
25017351300,57978,Dunkin Donuts,0
25017351300,57978,Starbucks,0
25017351403,53618,Dunkin Donuts,0
25017351403,53618,Starbucks,0
25017351404,50508,Dunkin Donuts,0
25017351404,50508,Starbucks,0
25017351500,49384,Dunkin Donuts,1.14591291061879
25017351500,49384,Starbucks,0.381970970206264
25017352101,65711,Dunkin Donuts,0
25017352101,65711,Starbucks,0
25017352102,102704,Dunkin Donuts,0.773993808049536
25017352102,102704,Starbucks,0.386996904024768
25017352200,35862,Dunkin Donuts,0
25017352200,35862,Starbucks,0
25017352300,83980,Dunkin Donuts,0
25017352300,83980,Starbucks,0
25017352400,36842,Dunkin Donuts,1.001001001001
25017352400,36842,Starbucks,1.001001001001
25017352500,87852,Dunkin Donuts,0
25017352500,87852,Starbucks,0
25017352600,59676,Dunkin Donuts,0
25017352600,59676,Starbucks,0
25017352700,40750,Dunkin Donuts,0.442282176028306
25017352700,40750,Starbucks,0
25017352800,100125,Dunkin Donuts,0
25017352800,100125,Starbucks,0
25017352900,79844,Dunkin Donuts,0
25017352900,79844,Starbucks,0
25017353e3,56742,Dunkin Donuts,0.287521564117309
25017353e3,56742,Starbucks,0.287521564117309
25017353101,70549,Dunkin Donuts,0
25017353101,70549,Starbucks,0
25017353102,77935,Dunkin Donuts,0.212224108658744
25017353102,77935,Starbucks,0.212224108658744
25017353200,71125,Dunkin Donuts,0
25017353200,71125,Starbucks,0
25017353300,89837,Dunkin Donuts,0
25017353300,89837,Starbucks,0.301932367149758
25017353400,70833,Dunkin Donuts,0.328083989501312
25017353400,70833,Starbucks,0.328083989501312
25017353500,91801,Dunkin Donuts,0
25017353500,91801,Starbucks,0
25017353600,89167,Dunkin Donuts,0
25017353600,89167,Starbucks,0.204290091930541
25017353700,51955,Dunkin Donuts,0.356379187455453
25017353700,51955,Starbucks,0.534568781183179
25017353800,69727,Dunkin Donuts,0.211685012701101
25017353800,69727,Starbucks,0
25017353900,49915,Dunkin Donuts,0
25017353900,49915,Starbucks,0
25017354e3,69858,Dunkin Donuts,0
25017354e3,69858,Starbucks,0.493461633358006
25017354100,115000,Dunkin Donuts,0.376506024096386
25017354100,115000,Starbucks,0.376506024096386
25017354200,153125,Dunkin Donuts,0
25017354200,153125,Starbucks,0
25017354300,63940,Dunkin Donuts,0
25017354300,63940,Starbucks,0.275785990071704
25017354400,111033,Dunkin Donuts,0
25017354400,111033,Starbucks,0
25017354500,83458,Dunkin Donuts,0
25017354500,83458,Starbucks,0
25017354600,82655,Dunkin Donuts,0.393855848759354
25017354600,82655,Starbucks,0.196927924379677
25017354700,111094,Dunkin Donuts,0.39032006245121
25017354700,111094,Starbucks,0
25017354800,106250,Dunkin Donuts,0
25017354800,106250,Starbucks,0
25017354900,43375,Dunkin Donuts,0.168435236651508
25017354900,43375,Starbucks,0
25017355e3,76742,Dunkin Donuts,0.342231348391513
25017355e3,76742,Starbucks,0.342231348391513
25017356100,116094,Dunkin Donuts,0
25017356100,116094,Starbucks,0
25017356300,70132,Dunkin Donuts,0.199044585987261
25017356300,70132,Starbucks,0.199044585987261
25017356400,113381,Dunkin Donuts,0.142369020501139
25017356400,113381,Starbucks,0
25017356500,98961,Dunkin Donuts,0
25017356500,98961,Starbucks,0.141823854772373
25017356601,84291,Dunkin Donuts,0
25017356601,84291,Starbucks,0
25017356602,110816,Dunkin Donuts,0.237812128418549
25017356602,110816,Starbucks,0
25017356701,79825,Dunkin Donuts,0.157977883096367
25017356701,79825,Starbucks,0
25017356702,89315,Dunkin Donuts,0
25017356702,89315,Starbucks,0
25017357100,104306,Dunkin Donuts,0
25017357100,104306,Starbucks,0.224921277552857
25017357200,162786,Dunkin Donuts,0
25017357200,162786,Starbucks,0
25017357300,101719,Dunkin Donuts,0
25017357300,101719,Starbucks,0
25017357400,118920,Dunkin Donuts,0
25017357400,118920,Starbucks,0
25017357500,90238,Dunkin Donuts,0
25017357500,90238,Starbucks,0.421407501053519
25017357600,69098,Dunkin Donuts,0
25017357600,69098,Starbucks,0
25017357700,78490,Dunkin Donuts,0.54421768707483
25017357700,78490,Starbucks,0
25017357800,141071,Dunkin Donuts,0
25017357800,141071,Starbucks,0
25017358100,147298,Dunkin Donuts,0.196463654223969
25017358100,147298,Starbucks,0
25017358300,137692,Dunkin Donuts,0.17286084701815
25017358300,137692,Starbucks,0
25017358400,121336,Dunkin Donuts,0.789265982636148
25017358400,121336,Starbucks,0.394632991318074
25017358500,132829,Dunkin Donuts,0.190294957183635
25017358500,132829,Starbucks,0
25017358600,136637,Dunkin Donuts,0
25017358600,136637,Starbucks,0.165289256198347
25017358700,150664,Dunkin Donuts,0
25017358700,150664,Starbucks,0
25017359100,102356,Dunkin Donuts,0.150966183574879
25017359100,102356,Starbucks,0.150966183574879
25017359300,129500,Dunkin Donuts,0.139586823003908
25017359300,129500,Starbucks,0
25017360100,79063,Dunkin Donuts,0.551267916207277
25017360100,79063,Starbucks,0
25017360200,143897,Dunkin Donuts,0
25017360200,143897,Starbucks,0
25017361100,130060,Dunkin Donuts,0.338409475465313
25017361100,130060,Starbucks,0.169204737732657
25017361200,118015,Dunkin Donuts,0.143020594965675
25017361200,118015,Starbucks,0
25017361300,158203,Dunkin Donuts,0.16857720836143
25017361300,158203,Starbucks,0
25017362100,157500,Dunkin Donuts,0
25017362100,157500,Starbucks,0
25017363102,96450,Dunkin Donuts,0.3385240352065
25017363102,96450,Starbucks,0
25017363103,126546,Dunkin Donuts,0
25017363103,126546,Starbucks,0
25017363104,131774,Dunkin Donuts,0.321130378933847
25017363104,131774,Starbucks,0.160565189466924
25017363201,146389,Dunkin Donuts,0
25017363201,146389,Starbucks,0
25017363202,130134,Dunkin Donuts,0.273074822501365
25017363202,130134,Starbucks,0
25017364101,77188,Dunkin Donuts,0
25017364101,77188,Starbucks,0
25017364102,79688,Dunkin Donuts,0.197083169097359
25017364102,79688,Starbucks,0
25017365100,177107,Dunkin Donuts,0
25017365100,177107,Starbucks,0
25017365201,165500,Dunkin Donuts,0.171909919202338
25017365201,165500,Starbucks,0
25017365202,146250,Dunkin Donuts,0
25017365202,146250,Starbucks,0.220701831825204
25017366100,104375,Dunkin Donuts,0.215470803706098
25017366100,104375,Starbucks,0.215470803706098
25017366201,200278,Dunkin Donuts,0
25017366201,200278,Starbucks,0
25017366202,155885,Dunkin Donuts,0
25017366202,155885,Starbucks,0
25017367100,180972,Dunkin Donuts,0
25017367100,180972,Starbucks,0
25017367200,226181,Dunkin Donuts,0.13014055179594
25017367200,226181,Starbucks,0
25017368101,85840,Dunkin Donuts,0.173130193905817
25017368101,85840,Starbucks,0
25017368102,102292,Dunkin Donuts,0
25017368102,102292,Starbucks,0
25017368200,93333,Dunkin Donuts,0.234852043212776
25017368200,93333,Starbucks,0.234852043212776
25017368300,60056,Dunkin Donuts,0.360620266858997
25017368300,60056,Starbucks,0
25017368400,73482,Dunkin Donuts,0
25017368400,73482,Starbucks,0
25017368500,55385,Dunkin Donuts,0.353356890459364
25017368500,55385,Starbucks,0
25017368600,70379,Dunkin Donuts,0
25017368600,70379,Starbucks,0
25017368700,54667,Dunkin Donuts,0
25017368700,54667,Starbucks,0
25017368800,59545,Dunkin Donuts,0.213447171824973
25017368800,59545,Starbucks,0
25017368901,82798,Dunkin Donuts,0.134462821029985
25017368901,82798,Starbucks,0
25017368902,51364,Dunkin Donuts,0
25017368902,51364,Starbucks,0
25017369e3,76250,Dunkin Donuts,0
25017369e3,76250,Starbucks,0.597371565113501
25017369100,95320,Dunkin Donuts,0.205803663305207
25017369100,95320,Starbucks,0
25017370101,91042,Dunkin Donuts,0
25017370101,91042,Starbucks,0
25017370102,81307,Dunkin Donuts,0.136407038603192
25017370102,81307,Starbucks,0
25017370201,102538,Dunkin Donuts,0
25017370201,102538,Starbucks,0
25017370202,95000,Dunkin Donuts,0
25017370202,95000,Starbucks,0
25017370300,74021,Dunkin Donuts,0.190367409099562
25017370300,74021,Starbucks,0.380734818199124
25017370400,87423,Dunkin Donuts,0.188679245283019
25017370400,87423,Starbucks,0.188679245283019
25017373100,76821,Dunkin Donuts,0.212314225053079
25017373100,76821,Starbucks,0.212314225053079
25017373200,78023,Dunkin Donuts,0.448430493273543
25017373200,78023,Starbucks,0
25017373300,89063,Dunkin Donuts,0.372300819061802
25017373300,89063,Starbucks,0
25017373400,89267,Dunkin Donuts,0
25017373400,89267,Starbucks,0.290107339715695
25017373500,166375,Dunkin Donuts,0
25017373500,166375,Starbucks,0
25017373600,176042,Dunkin Donuts,0.147383935151069
25017373600,176042,Starbucks,0
25017373700,167305,Dunkin Donuts,0
25017373700,167305,Starbucks,0.271296798697775
25017373800,98646,Dunkin Donuts,0
25017373800,98646,Starbucks,0.182915675873422
25017373900,175370,Dunkin Donuts,0
25017373900,175370,Starbucks,0.147732309055991
25017374e3,116489,Dunkin Donuts,0
25017374e3,116489,Starbucks,0.189969604863222
25017374100,85906,Dunkin Donuts,0.443262411347518
25017374100,85906,Starbucks,0.221631205673759
25017374200,150806,Dunkin Donuts,0.22883295194508
25017374200,150806,Starbucks,0
25017374300,184625,Dunkin Donuts,0
25017374300,184625,Starbucks,0.569638279692395
25017374400,203380,Dunkin Donuts,0
25017374400,203380,Starbucks,0
25017374500,128523,Dunkin Donuts,0
25017374500,128523,Starbucks,0
25017374600,107672,Dunkin Donuts,0
25017374600,107672,Starbucks,0
25017374700,105990,Dunkin Donuts,0
25017374700,105990,Starbucks,0
25017374800,123472,Dunkin Donuts,0
25017374800,123472,Starbucks,0
25017382100,107571,Dunkin Donuts,0.204206657137023
25017382100,107571,Starbucks,0.204206657137023
25017382200,107359,Dunkin Donuts,0.188182160331201
25017382200,107359,Starbucks,0
25017382300,114396,Dunkin Donuts,0
25017382300,114396,Starbucks,0
25017382400,73750,Dunkin Donuts,0
25017382400,73750,Starbucks,0
25017382500,82535,Dunkin Donuts,0.435540069686411
25017382500,82535,Starbucks,0
25017382601,69801,Dunkin Donuts,0
25017382601,69801,Starbucks,0
25017382602,102434,Dunkin Donuts,0.225631768953069
25017382602,102434,Starbucks,0.451263537906137
25017383101,31250,Dunkin Donuts,0
25017383101,31250,Starbucks,0
25017383102,31580,Dunkin Donuts,0
25017383102,31580,Starbucks,0
25017383200,61092,Dunkin Donuts,0
25017383200,61092,Starbucks,0
25017383300,52930,Dunkin Donuts,0.328299409061064
25017383300,52930,Starbucks,0
25017383400,50738,Dunkin Donuts,0.18308311973636
25017383400,50738,Starbucks,0
25017383501,46058,Dunkin Donuts,0
25017383501,46058,Starbucks,0
25017383502,73919,Dunkin Donuts,0.246426811237063
25017383502,73919,Starbucks,0.246426811237063
25017383600,71275,Dunkin Donuts,0.48480930833872
25017383600,71275,Starbucks,0.646412411118294
25017383700,74741,Dunkin Donuts,0
25017383700,74741,Starbucks,0
25017383800,84688,Dunkin Donuts,0
25017383800,84688,Starbucks,0
25017383901,90801,Dunkin Donuts,0
25017383901,90801,Starbucks,0
25017383902,126272,Dunkin Donuts,0.186671644577189
25017383902,126272,Starbucks,0
25017384001,110152,Dunkin Donuts,0
25017384001,110152,Starbucks,0
25017384002,79336,Dunkin Donuts,0.164500740253331
25017384002,79336,Starbucks,0
25017385100,107607,Dunkin Donuts,0.154440154440154
25017385100,107607,Starbucks,0
25017385201,56287,Dunkin Donuts,0
25017385201,56287,Starbucks,0
25017385202,113818,Dunkin Donuts,0.123992560446373
25017385202,113818,Starbucks,0
25017386100,155564,Dunkin Donuts,0
25017386100,155564,Starbucks,0
25017387100,106394,Dunkin Donuts,0
25017387100,106394,Starbucks,0
25017387201,95357,Dunkin Donuts,0.174034110685694
25017387201,95357,Starbucks,0
25017387202,119964,Dunkin Donuts,0
25017387202,119964,Starbucks,0
25017388100,103996,Dunkin Donuts,0.196001568012544
25017388100,103996,Starbucks,0
25017388200,66453,Dunkin Donuts,0.135062128579146
25017388200,66453,Starbucks,0
25017388300,15848,Dunkin Donuts,0
25017388300,15848,Starbucks,0
25021400100,62303,Dunkin Donuts,0
25021400100,62303,Starbucks,0.205212394828648
25021400200,67762,Dunkin Donuts,0.179565451607111
25021400200,67762,Starbucks,0
25021400300,115671,Dunkin Donuts,0
25021400300,115671,Starbucks,0
25021400400,65859,Dunkin Donuts,0
25021400400,65859,Starbucks,0
25021400500,88860,Dunkin Donuts,0
25021400500,88860,Starbucks,0.192864030858245
25021400600,100806,Dunkin Donuts,0
25021400600,100806,Starbucks,0
25021400700,137688,Dunkin Donuts,0.589622641509434
25021400700,137688,Starbucks,0
25021400800,92321,Dunkin Donuts,0
25021400800,92321,Starbucks,0
25021400900,61763,Dunkin Donuts,0
25021400900,61763,Starbucks,0.24390243902439
25021401e3,72115,Dunkin Donuts,0.319386777387416
25021401e3,72115,Starbucks,0
25021401100,163125,Dunkin Donuts,0
25021401100,163125,Starbucks,0.211909302818394
25021401200,125685,Dunkin Donuts,0
25021401200,125685,Starbucks,0.136017410228509
25021402101,70057,Dunkin Donuts,0.268889486421081
25021402101,70057,Starbucks,0.268889486421081
25021402102,67390,Dunkin Donuts,0.249563264287497
25021402102,67390,Starbucks,0
25021402200,77500,Dunkin Donuts,0
25021402200,77500,Starbucks,0
25021402300,101087,Dunkin Donuts,0
25021402300,101087,Starbucks,0
25021402400,89853,Dunkin Donuts,0.158654608916389
25021402400,89853,Starbucks,0
25021402500,109695,Dunkin Donuts,0.218579234972678
25021402500,109695,Starbucks,0
25021403100,155987,Dunkin Donuts,0.148170099273967
25021403100,155987,Starbucks,0
25021403300,160726,Dunkin Donuts,0.240442414041837
25021403300,160726,Starbucks,0
25021403400,120000,Dunkin Donuts,0
25021403400,120000,Starbucks,0
25021403500,105000,Dunkin Donuts,0
25021403500,105000,Starbucks,0.163265306122449
25021404100,151005,Dunkin Donuts,0.478812544888676
25021404100,151005,Starbucks,0
25021404201,185625,Dunkin Donuts,0
25021404201,185625,Starbucks,0
25021404202,175625,Dunkin Donuts,0
25021404202,175625,Starbucks,0.199481348493916
25021404301,184375,Dunkin Donuts,0.185150897981855
25021404301,184375,Starbucks,0
25021404302,127174,Dunkin Donuts,0.557568999163647
25021404302,127174,Starbucks,0.278784499581823
25021404400,137837,Dunkin Donuts,0.145623998835008
25021404400,137837,Starbucks,0.291247997670016
25021405100,176250,Dunkin Donuts,0
25021405100,176250,Starbucks,0
25021406101,130870,Dunkin Donuts,0.177462289263531
25021406101,130870,Starbucks,0.177462289263531
25021406102,147440,Dunkin Donuts,0.151492198151795
25021406102,147440,Starbucks,0
25021407100,96773,Dunkin Donuts,0.124890720619458
25021407100,96773,Starbucks,0
25021408101,112281,Dunkin Donuts,0
25021408101,112281,Starbucks,0.1230012300123
25021408102,100000,Dunkin Donuts,0.206825232678387
25021408102,100000,Starbucks,0
25021409101,141591,Dunkin Donuts,0.311720698254364
25021409101,141591,Starbucks,0
25021409102,144292,Dunkin Donuts,0
25021409102,144292,Starbucks,0
25021410100,89022,Dunkin Donuts,0.69072699015714
25021410100,89022,Starbucks,0
25021410300,103887,Dunkin Donuts,0
25021410300,103887,Starbucks,0
25021410400,85523,Dunkin Donuts,0.150511739915713
25021410400,85523,Starbucks,0
25021411100,93040,Dunkin Donuts,0
25021411100,93040,Starbucks,0.123228589032656
25021411200,86125,Dunkin Donuts,0.42170368287883
25021411200,86125,Starbucks,0
25021411301,88846,Dunkin Donuts,0
25021411301,88846,Starbucks,0
25021411302,94830,Dunkin Donuts,0.251698968034231
25021411302,94830,Starbucks,0
25021412100,123974,Dunkin Donuts,0.158604282315623
25021412100,123974,Starbucks,0.158604282315623
25021412200,139531,Dunkin Donuts,0
25021412200,139531,Starbucks,0
25021412300,133625,Dunkin Donuts,0.60156406657309
25021412300,133625,Starbucks,0.200521355524363
25021413100,75221,Dunkin Donuts,0.166666666666667
25021413100,75221,Starbucks,0.166666666666667
25021413200,65139,Dunkin Donuts,0.167084377610693
25021413200,65139,Starbucks,0
25021413300,99688,Dunkin Donuts,0
25021413300,99688,Starbucks,0
25021413401,61892,Dunkin Donuts,0.334672021419009
25021413401,61892,Starbucks,0
25021413402,99539,Dunkin Donuts,0.223763705526964
25021413402,99539,Starbucks,0
25021413500,80427,Dunkin Donuts,0.231267345050879
25021413500,80427,Starbucks,0
25021414100,128980,Dunkin Donuts,0.18772292096865
25021414100,128980,Starbucks,0
25021414200,155957,Dunkin Donuts,0
25021414200,155957,Starbucks,0
25021414300,100528,Dunkin Donuts,0
25021414300,100528,Starbucks,0
25021415101,97143,Dunkin Donuts,0
25021415101,97143,Starbucks,0
25021415102,70698,Dunkin Donuts,0.124146492861577
25021415102,70698,Starbucks,0.124146492861577
25021415200,81810,Dunkin Donuts,0.178571428571429
25021415200,81810,Starbucks,0
25021415300,118125,Dunkin Donuts,0.551876379690949
25021415300,118125,Starbucks,0
25021416101,126481,Dunkin Donuts,0
25021416101,126481,Starbucks,0
25021416102,97500,Dunkin Donuts,0
25021416102,97500,Starbucks,0
25021416200,105236,Dunkin Donuts,0
25021416200,105236,Starbucks,0
25021416300,108333,Dunkin Donuts,0
25021416300,108333,Starbucks,0
25021416400,122130,Dunkin Donuts,0.160410651267244
25021416400,122130,Starbucks,0.160410651267244
25021417100,83553,Dunkin Donuts,0
25021417100,83553,Starbucks,0
25021417200,60589,Dunkin Donuts,0.371793282934688
25021417200,60589,Starbucks,0
25021417300,85661,Dunkin Donuts,0.344589937973811
25021417300,85661,Starbucks,0
25021417400,93400,Dunkin Donuts,0.43308791684712
25021417400,93400,Starbucks,0
25021417501,71589,Dunkin Donuts,0
25021417501,71589,Starbucks,0
25021417502,65375,Dunkin Donuts,0
25021417502,65375,Starbucks,0
25021417601,63005,Dunkin Donuts,0
25021417601,63005,Starbucks,0
25021417602,53750,Dunkin Donuts,0.199123855037834
25021417602,53750,Starbucks,0
25021417701,51732,Dunkin Donuts,0.923020121838656
25021417701,51732,Starbucks,0.184604024367731
25021417702,77667,Dunkin Donuts,0
25021417702,77667,Starbucks,0
25021417801,76213,Dunkin Donuts,0.208159866777685
25021417801,76213,Starbucks,0
25021417802,23288,Dunkin Donuts,0
25021417802,23288,Starbucks,0
25021417901,42593,Dunkin Donuts,0.155448468832582
25021417901,42593,Starbucks,0
25021417902,55968,Dunkin Donuts,0
25021417902,55968,Starbucks,0
25021418002,71142,Dunkin Donuts,0.298240381747689
25021418002,71142,Starbucks,0.149120190873844
25021418003,80100,Dunkin Donuts,0
25021418003,80100,Starbucks,0
25021418004,53775,Dunkin Donuts,0.458085203847916
25021418004,53775,Starbucks,0
25021418101,63778,Dunkin Donuts,0.204876049989756
25021418101,63778,Starbucks,0
25021418102,61146,Dunkin Donuts,0
25021418102,61146,Starbucks,0
25021418200,75893,Dunkin Donuts,0.1478633742422
25021418200,75893,Starbucks,0
25021419100,94826,Dunkin Donuts,0.535809966065369
25021419100,94826,Starbucks,0.357206644043579
25021419200,87167,Dunkin Donuts,0
25021419200,87167,Starbucks,0
25021419300,61339,Dunkin Donuts,0.253936008125952
25021419300,61339,Starbucks,0
25021419400,81534,Dunkin Donuts,0.290275761973875
25021419400,81534,Starbucks,0
25021419500,100703,Dunkin Donuts,0
25021419500,100703,Starbucks,0
25021419600,92560,Dunkin Donuts,0
25021419600,92560,Starbucks,0
25021419700,80000,Dunkin Donuts,0.271444082519001
25021419700,80000,Starbucks,0
25021419800,93284,Dunkin Donuts,0.68870523415978
